Customer_ID,Cus_Fname,Cus_Lname,Cus_zipcode,Cus_city,Cus_State,Cus_Region ,Cus_Salary,Cus_Gender,Cus_Age,Cus_Style,Cus_Email,Cus_career,Cus_tel
3-279-5843-16,Humberto,Spence,75211,Fort Worth,Texas,Southwestern,"13,761.00",F,55,fast,Humberto.Spence@ google.com,HR Specialist,1-073-386-195
9-598-8540-53,Scott,Norman,85016,Phoenix,Arizona,Southwestern,"5,609.00",M,51,medium,Scott.Norman@ google.com,Radiologic Technologist,1-603-664-055
9-119-6963-24,Zachariah,Shaffer,89014,Henderson,Nevada,Western,"49,287.00",F,32,medium,Zachariah.Shaffer@ google.com,Physician,1-932-323-819
8-545-0580-01,Brody,Larsen,10013,New York,New York,Northeastern,"15,713.00",M,38,fast,Brody.Larsen@ google.com,Accountant,1-540-083-123
7-268-0983-80,Matteo,Garza,98270,Washington,District of Columbia,Northeastern,"67,598.00",M,68,medium,Matteo.Garza@ google.com,Database administrator,1-995-567-521
0-449-5506-90,Nathanial,Osborne,35064,Birmingham,Alabama,Southeastern,"63,033.00",M,49,medium,Nathanial.Osborne@ google.com,Veterinarian,1-921-270-617
0-998-5892-53,Jensen,Hays,27358,Greensboro,North Carolina,Southeastern,"43,663.00",F,51,medium,Jensen.Hays@ google.com,Automotive mechanic,1-672-270-649
1-632-2611-27,Royce,Woodward,90255,San Francisco,California,Western,"11,360.00",F,40,fast,Royce.Woodward@ google.com,College Professor,1-415-698-448
4-128-5467-88,Jax,Summers,48212,Detroit,Michigan,MidWestern,"15,578.00",F,46,slow,Jax.Summers@ google.com,Anthropologist,1-249-076-721
1-679-2298-03,Justin,Krause,95747,Modesto,California,Western,"13,643.00",M,62,fast,Justin.Krause@ google.com,Auto Mechanic,1-436-282-538
7-364-4657-59,Kash,Pacheco,53213,Milwaukee,Wisconsin,MidWestern,"5,869.00",M,39,medium,Kash.Pacheco@ google.com,Occupational Therapist,1-591-097-995
8-188-0434-23,Denzel,Chen,85226,Chandler,Arizona,Southwestern,"59,494.00",F,63,slow,Denzel.Chen@ google.com,Insurance Agent,1-833-486-431
3-001-0171-03,Samir,Maxwell,80211,Denver,Colorado,Western,"46,789.00",M,25,slow,Samir.Maxwell@ google.com,Actuary,1-392-773-986
0-761-2733-01,Roy,Hall,45214,Cincinnati,Ohio,MidWestern,"41,887.00",F,27,slow,Roy.Hall@ google.com,Coach,1-967-858-945
1-413-3066-83,Jake,Meyers,55485,Minneapolis,Minnesota,MidWestern,"39,257.00",F,31,slow,Jake.Meyers@ google.com,Marketing Manager,1-872-747-630
3-652-8001-53,Spencer,Hernandez,44304,Akron,Ohio,MidWestern,"36,403.00",M,64,fast,Spencer.Hernandez@ google.com,Carpenter,1-797-168-863
8-205-7185-14,Urijah,Hensley,94509,Santa Ana,California,Western,"62,142.00",F,61,medium,Urijah.Hensley@ google.com,Hairdresser,1-957-237-622
7-116-4699-27,Damari,Gibbs,45216,Cincinnati,Ohio,MidWestern,"51,860.00",M,26,medium,Damari.Gibbs@ google.com,Judge,1-907-637-722
4-078-0320-47,Camden,Carson,68104,Omaha,Nebraska,MidWestern,"60,419.00",F,46,medium,Camden.Carson@ google.com,Cost Estimator,1-959-189-390
8-874-3861-65,Dillan,Harrison,76244,Plano,Texas,Southwestern,"31,596.00",F,66,fast,Dillan.Harrison@ google.com,Budget analyst,1-766-301-674
1-654-8657-49,Quinn,Montes,98109,Seattle,Washington,Northeastern,"36,850.00",M,40,slow,Quinn.Montes@ google.com,Computer Hardware Engineer,1-673-504-213
8-508-0974-79,Reed,Vance,11743,Huntington,New York,Northeastern,"69,947.00",M,68,fast,Reed.Vance@ google.com,Economist,1-012-696-534
6-076-1509-70,Everett,Shepard,78254,San Antonio,Texas,Southwestern,"15,794.00",M,38,medium,Everett.Shepard@ google.com,Paralegal,1-800-413-720
0-336-0468-65,Barrett,Reilly,91766,San Francisco,California,Western,"10,356.00",M,41,slow,Barrett.Reilly@ google.com,Historian,1-792-658-523
4-717-9273-32,Cayden,Mora,7106,Newark,New Jersey,Northeastern,"21,031.00",M,60,slow,Cayden.Mora@ google.com,School Counselor,1-938-994-664
1-049-2593-96,Ethen,Ponce,95123,Sacramento,California,Western,"34,961.00",M,27,slow,Ethen.Ponce@ google.com,Bookkeeping clerk,1-471-010-840
2-954-4133-63,Rohan,George,15210,Pittsburgh,Pennsylvania,Northeastern,"19,431.00",M,47,fast,Rohan.George@ google.com,Microbiologist,1-975-954-643
3-556-1691-64,Kaden,Best,85012,Phoenix,Arizona,Southwestern,"55,505.00",F,67,medium,Kaden.Best@ google.com,Patrol Officer,1-142-281-511
5-730-6987-15,Marley,Browning,33592,Tampa,Florida,Southeastern,"38,670.00",F,47,medium,Marley.Browning@ google.com,Farmer,1-122-637-470
9-643-1979-08,Darwin,Campbell,98387,Washington,District of Columbia,Northeastern,"50,963.00",F,53,fast,Darwin.Campbell@ google.com,Computer Systems Analyst,1-368-841-667
7-056-6220-75,Harley,Kirk,37086,Nashville-Davidson,Tennessee,Southeastern,"19,384.00",F,59,medium,Harley.Kirk@ google.com,Interpreter & Translator,1-004-320-135
6-618-4530-34,Carmelo,Potter,76028,Laredo,Texas,Southwestern,"5,177.00",M,57,fast ,Carmelo.Potter@ google.com,Civil Engineer,1-700-068-925
0-425-3455-00,Gabriel,Payne,27560,Raleigh,North Carolina,Southeastern,"53,618.00",M,55,fast,Gabriel.Payne@ google.com,Plumber,1-368-254-019
0-467-8164-08,Josue,Rasmussen,40510,Lexington-Fayette,Kentucky,Southeastern,"59,025.00",F,42,slow,Josue.Rasmussen@ google.com,Executive Assistant,1-817-061-667
9-610-2299-26,Steven,Bell,63109,St. Louis,Missouri,Southeastern,"43,798.00",M,68,slow,Steven.Bell@ google.com,Receptionist,1-304-506-393
4-411-2060-72,Houston,Higgins,92021,Fresno,California,Western,"13,137.00",F,61,slow,Houston.Higgins@ google.com,Customer Service Representative,1-156-910-074
4-880-8438-97,Westernon,Schwartz,22246,Arlington,Virginia,Southeastern,"66,680.00",M,37,fast,Westernon.Schwartz@ google.com,Physicist,1-325-077-169
4-283-1364-09,Yadiel,Warren,98114,Seattle,Washington,Northeastern,"53,227.00",F,52,medium,Yadiel.Warren@ google.com,Social Worker,1-270-082-967
3-619-5629-81,Glenn,Garner,97207,Portland,Oregon,Western,"64,330.00",M,28,medium,Glenn.Garner@ google.com,Public Relations Specialist,1-409-483-956
1-091-0975-37,Ernest,Butler,35127,Birmingham,Alabama,Southeastern,"35,363.00",F,51,fast,Ernest.Butler@ google.com,Preschool Teacher,1-141-539-657
7-363-8565-99,Tyrell,Goodman,89052,Henderson,Nevada,Western,"47,333.00",M,38,medium,Tyrell.Goodman@ google.com,Dancer,1-081-253-475
9-081-7453-78,Moses,Lynn,95209,Stockton,California,Western,"28,019.00",F,63,medium,Moses.Lynn@ google.com,Writer,1-450-360-581
3-451-4210-35,Leonardo,Odonnell,67207,Wichita,Kansas,MidWestern,"31,771.00",M,35,slow,Leonardo.Odonnell@ google.com,Educator,1-534-416-018
1-210-2662-08,Orlando,Petty,80911,Colorado Springs,Colorado,Western,"23,618.00",F,35,fast,Orlando.Petty@ google.com,Mathematician,1-289-135-308
9-332-2026-40,Corbin,Moran,96808,Honolulu,Hawaii,Western,"63,705.00",M,69,medium,Corbin.Moran@ google.com,Clinical Laboratory Technician,1-284-039-478
9-618-2107-72,Seth,Grimes,94587,Anaheim,California,Western,"22,168.00",F,41,fast ,Seth.Grimes@ google.com,Diagnostic Medical Sonographer,1-312-016-125
1-436-2951-20,Curtis,Whitney,73020,Oklahoma City,Oklahoma,Southwestern,"12,435.00",M,25,fast,Curtis.Whitney@ google.com,Marriage & Family Therapist,1-152-648-754
2-974-8691-37,Messiah,Boyle,87119,Albuquerque,New Mexico,Southwestern,"22,180.00",M,38,slow,Messiah.Boyle@ google.com,Statistician,1-175-405-618
6-796-2281-14,Arturo,Hart,77407,Fort Worth,Texas,Southwestern,"8,301.00",M,52,slow,Arturo.Hart@ google.com,Occupational Therapist,1-635-070-185
6-033-1064-41,Myles,Ward,89503,Reno,Nevada,Western,"15,159.00",F,33,slow,Myles.Ward@ google.com,Coach,1-280-808-464
5-411-2957-80,Dennis,Daniel,77845,Plano,Texas,Southwestern,"69,194.00",F,41,slow,Dennis.Daniel@ google.com,Chemist,1-394-677-301
4-039-7393-66,Keith,Wells,91224,Glendale,Arizona,Southwestern,"60,075.00",F,39,fast,Keith.Wells@ google.com,School Psychologist,1-319-842-105
0-073-1045-35,Walker,Davis,92882,Santa Ana,California,Western,"18,523.00",M,55,medium,Walker.Davis@ google.com,Hairdresser,1-188-987-347
7-993-3984-14,Sean,Vincent,98103,Seattle,Washington,Northeastern,"67,609.00",M,32,medium,Sean.Vincent@ google.com,Registered Nurse,1-065-408-337
6-236-9946-91,Mateo,Waters,83714,Boise,Idaho,Western,"29,613.00",F,39,medium,Mateo.Waters@ google.com,Software Developer,1-920-045-431
5-271-6224-10,Kasey,Casey,28204,Charlotte,North Carolina,Southeastern,"69,698.00",M,33,fast,Kasey.Casey@ google.com,Sports Coach,1-461-538-036
1-891-7140-52,Elliot,Webster,68108,Omaha,Nebraska,MidWestern,"30,396.00",F,41,slow,Elliot.Webster@ google.com,Maintenance & Repair Worker,1-645-477-535
9-573-8076-37,Grayson,Cowan,98117,Seattle,Washington,Northeastern,"68,315.00",F,50,fast,Grayson.Cowan@ google.com,Landscaper & Groundskeeper,1-275-902-600
3-468-2134-24,Dante,Harrell,32803,Orlando,Florida,Southeastern,"14,761.00",F,54,medium,Dante.Harrell@ google.com,Cashier,1-313-323-443
6-634-0476-22,Edgar,Frey,70813,Baton Rouge,Louisiana,Southeastern,"49,973.00",F,25,slow,Edgar.Frey@ google.com,Preschool Teacher,1-835-394-623
4-234-5377-08,Dax,Sullivan,33705,St. Petersburg,Florida,Southeastern,"6,420.00",F,67,slow,Dax.Sullivan@ google.com,Landscape Architect,1-583-729-903
6-685-1654-84,Jermaine,Hodges,95687,Anaheim,California,Western,"53,498.00",F,49,slow,Jermaine.Hodges@ google.com,Electrical Engineer,1-468-429-529
6-091-3771-59,Reed,Burnett,68509,Lincoln,Nebraska,MidWestern,"20,530.00",F,54,fast,Reed.Burnett@ google.com,Librarian,1-473-426-680
6-480-1247-48,Kenny,Richard,10065,New York,New York,Northeastern,"36,111.00",F,25,medium,Kenny.Richard@ google.com,Telemarketer,1-192-744-590
9-311-8001-04,Jack,Sexton,94568,Los Angeles,California,Western,"54,857.00",F,58,medium,Jack.Sexton@ google.com,Insurance Agent,1-353-059-483
1-447-4379-16,Johnny,Gonzalez,48207,Detroit,Michigan,MidWestern,"26,491.00",M,60,fast,Johnny.Gonzalez@ google.com,Recreational Therapist,1-573-506-611
1-547-3005-93,Connor,Herring,91730,San Diego,California,Western,"13,076.00",M,36,medium,Connor.Herring@ google.com,Recreation & Fitness Worker,1-925-484-201
1-507-1690-98,Cedric,Reynolds,19092,Philadelphia,Pennsylvania,Northeastern,"8,146.00",F,41,fast ,Cedric.Reynolds@ google.com,Food Scientist,1-202-419-806
9-612-3831-55,Porter,Robinson,7191,Newark,New Jersey,Northeastern,"10,531.00",M,36,fast,Porter.Robinson@ google.com,Interpreter & Translator,1-686-627-432
1-376-5325-14,Allen,Pierce,90631,Santa Ana,California,Western,"62,848.00",F,70,slow,Allen.Pierce@ google.com,Receptionist,1-351-459-996
8-361-5356-28,Kian,Rose,70113,New Orleans,Louisiana,Southeastern,"43,993.00",M,58,slow,Kian.Rose@ google.com,Massage Therapist,1-887-503-246
3-263-3118-99,Philip,Greene,99507,Anchorage,Alaska,Western,"46,280.00",F,60,slow,Philip.Greene@ google.com,Human Resources Assistant,1-933-287-425
5-890-6220-62,Kaeden,Gray,85004,Phoenix,Arizona,Southwestern,"69,226.00",M,66,fast,Kaeden.Gray@ google.com,Computer Systems Administrator,1-579-458-666
1-958-1915-32,Jovanni,Cuevas,38018,Memphis,Tennessee,Southeastern,"51,487.00",F,26,medium,Jovanni.Cuevas@ google.com,Respiratory Therapist,1-395-289-832
2-036-6468-52,Octavio,Mccormick,77450,San Antonio,Texas,Southwestern,"50,781.00",M,38,medium,Octavio.Mccormick@ google.com,Marketing Manager,1-535-204-230
0-434-1733-14,Nikhil,Bridges,14205,Buffalo,New York,Northeastern,"44,348.00",F,69,fast,Nikhil.Bridges@ google.com,School Counselor,1-901-409-969
1-005-5083-70,Josue,Macdonald,91210,Glendale,Arizona,Southwestern,"18,261.00",F,54,medium,Josue.Macdonald@ google.com,Event Planner,1-089-157-473
4-964-0006-71,Carsen,Curtis,44105,Cleveland,Ohio,MidWestern,"5,668.00",F,46,medium,Carsen.Curtis@ google.com,Actuary,1-297-237-685
4-140-1279-71,Damian,Ewing,94541,San Bernardino,California,Western,"8,459.00",M,64,medium,Damian.Ewing@ google.com,Court Reporter,1-159-545-617
0-042-5574-18,Waylon,Lutz,75228,Plano,Texas,Southwestern,"19,214.00",M,59,fast,Waylon.Lutz@ google.com,HR Specialist,1-917-589-211
3-553-7909-00,Bryant,Novak,43620,Toledo,Ohio,MidWestern,"43,960.00",M,41,slow,Bryant.Novak@ google.com,Judge,1-896-889-572
6-034-2754-61,Immanuel,Dorsey,33730,St. Petersburg,Florida,Southeastern,"27,622.00",M,59,fast,Immanuel.Dorsey@ google.com,Substance Abuse Counselor,1-119-472-532
2-489-9540-20,Greyson,Saunders,90037,Bakersfield,California,Western,"41,872.00",M,52,medium,Greyson.Saunders@ google.com,Desktop publisher,1-191-048-873
3-080-5044-87,Ezra,Singleton,77095,El Paso,Texas,Southwestern,"48,213.00",M,37,medium,Ezra.Singleton@ google.com,Pharmacist,1-572-128-026
6-532-0365-08,Jose,Mcmillan,85013,Phoenix,Arizona,Southwestern,"14,861.00",F,69,fast,Jose.Mcmillan@ google.com,Physician,1-427-891-015
0-753-4657-16,Sullivan,Herrera,40514,Lexington-Fayette,Kentucky,Southeastern,"34,823.00",F,36,medium,Sullivan.Herrera@ google.com,Surveyor,1-838-958-709
6-423-2806-34,Bobby,Mooney,70802,Baton Rouge,Louisiana,Southeastern,"40,218.00",F,46,fast ,Bobby.Mooney@ google.com,Chef,1-265-986-847
4-656-2912-35,Roberto,Blackburn,22230,Arlington,Texas,Southwestern,"20,851.00",M,34,fast,Roberto.Blackburn@ google.com,Housekeeper,1-157-469-087
8-519-1248-12,Yurem,Sherman,80110,Denver,Colorado,Western,"31,108.00",M,68,slow,Yurem.Sherman@ google.com,Carpenter,1-281-587-824
3-848-2213-11,Blaine,Glover,43081,Columbus,Ohio,MidWestern,"15,926.00",M,54,slow,Blaine.Glover@ google.com,Physical Therapist,1-574-099-800
5-651-5718-92,Wayne,Kline,80014,Aurora,Colorado,Western,"50,348.00",M,39,slow,Wayne.Kline@ google.com,High School Teacher,1-513-139-201
4-802-8052-84,Lyric,Henderson,99516,Anchorage,Alaska,Western,"34,372.00",F,47,fast,Lyric.Henderson@ google.com,Statistician,1-250-759-822
7-590-5004-87,Andrew,Sparks,27717,Durham,North Carolina,Southeastern,"17,311.00",M,33,medium,Andrew.Sparks@ google.com,Architect,1-625-596-583
1-776-4274-98,Simeon,Burch,85275,Mesa,Arizona,Southwestern,"15,502.00",F,41,medium,Simeon.Burch@ google.com,Psychologist,1-277-266-342
3-117-7307-14,Elias,Medina,92407,Fresno,California,Western,"18,999.00",F,54,fast,Elias.Medina@ google.com,Editor,1-908-614-208
5-506-5116-18,German,Gordon,80831,Colorado Springs,Colorado,Western,"10,295.00",F,49,medium,German.Gordon@ google.com,Social Worker,1-338-226-575
5-853-5174-79,Kameron,Robertson,33604,Tampa,Florida,Southeastern,"30,533.00",F,69,medium,Kameron.Robertson@ google.com,Educator,1-247-448-592
7-968-0426-53,Tristan,Middleton,98039,Washington,District of Columbia,Northeastern,"58,685.00",F,59,medium,Tristan.Middleton@ google.com,Firefighter,1-696-813-197
7-129-6505-92,Pablo,Kirby,95624,Sacramento,California,Western,"7,354.00",F,29,fast,Pablo.Kirby@ google.com,Physicist,1-221-629-583
4-243-8899-09,Jaden,Jones,28211,Charlotte,North Carolina,Southeastern,"62,954.00",F,25,slow,Jaden.Jones@ google.com,Urban Planner,1-163-384-948
6-578-2806-90,Rhys,Mcclain,91402,San Jose,California,Western,"32,109.00",F,39,fast,Rhys.Mcclain@ google.com,Budget analyst,1-841-166-614
6-677-9111-33,Donovan,Joseph,99336,Washington,District of Columbia,Northeastern,"18,942.00",F,46,medium,Donovan.Joseph@ google.com,Market Research Analyst,1-769-860-828
1-633-2922-94,Amir,Douglas,98129,Seattle,Washington,Northeastern,"10,648.00",M,52,slow,Amir.Douglas@ google.com,Radiologic Technologist,1-789-990-024
9-345-7864-68,Chaim,Liu,28216,Charlotte,North Carolina,Southeastern,"38,885.00",M,65,slow,Chaim.Liu@ google.com,Mechanical Engineer,1-501-949-783
4-726-0513-57,Callum,Ferguson,76179,Garland,Texas,Southwestern,"38,539.00",F,29,slow,Callum.Ferguson@ google.com,Drafter,1-484-742-009
1-934-9855-77,Alvin,Weiss,77036,Laredo,Texas,Southwestern,"48,341.00",M,51,slow,Alvin.Weiss@ google.com,Computer Systems Analyst,1-428-339-425
6-081-6277-80,Cornelius,Zhang,78046,Dallas,Texas,Southwestern,"35,177.00",F,54,fast,Cornelius.Zhang@ google.com,Executive Assistant,1-003-393-806
6-264-6353-99,Memphis,Lowery,75067,Houston,Texas,Southwestern,"36,563.00",M,70,medium,Memphis.Lowery@ google.com,Farmer,1-283-442-497
4-562-0625-35,Lucian,Kramer,35203,Birmingham,Alabama,Southeastern,"21,438.00",F,36,medium,Lucian.Kramer@ google.com,Painter,1-547-457-042
2-618-7385-67,Jerome,Pope,97214,Portland,Oregon,Western,"6,256.00",M,54,medium,Jerome.Pope@ google.com,Middle School Teacher,1-601-672-352
5-445-5300-80,Armani,Moyer,33147,Hialeah,Florida,Southeastern,"27,130.00",F,32,fast,Armani.Moyer@ google.com,Economist,1-249-390-509
4-037-0057-28,Karson,Fry,10081,New York,New York,Northeastern,"16,362.00",M,28,slow,Karson.Fry@ google.com,Janitor,1-614-454-594
5-869-6021-52,Rowan,Moon,95020,Los Angeles,California,Western,"7,556.00",F,53,fast,Rowan.Moon@ google.com,Construction Manager,1-393-720-752
4-032-3403-93,Rory,Weaver,55479,Minneapolis,Minnesota,MidWestern,"17,628.00",F,60,medium,Rory.Weaver@ google.com,Personal Care Aide,1-976-423-996
1-993-6525-63,Felipe,Madden,44109,Cleveland,Ohio,MidWestern,"61,689.00",F,28,slow,Felipe.Madden@ google.com,Dentist,1-740-285-628
6-097-7030-90,Rylee,Forbes,30312,Atlanta,Georgia,Southeastern,"9,081.00",M,60,slow,Rylee.Forbes@ google.com,Loan Officer,1-460-737-948
2-957-1968-09,Jamir,Burton,36107,Montgomery,Alabama,Southeastern,"50,729.00",M,57,slow,Jamir.Burton@ google.com,Patrol Officer,1-122-942-720
4-699-0277-76,Jared,Chapman,78045,Dallas,Texas,Southwestern,"51,793.00",M,30,fast,Jared.Chapman@ google.com,Dental Hygienist,1-890-741-788
7-008-8728-11,Mark,Barron,85026,Phoenix,Arizona,Southwestern,"34,195.00",M,66,medium,Mark.Barron@ google.com,Systems Analyst,1-638-766-614
7-810-6274-05,Isiah,Mckenzie,92114,Los Angeles,California,Western,"15,016.00",M,41,medium,Isiah.Mckenzie@ google.com,Electrician,1-556-645-926
9-117-3750-22,Tanner,Dominguez,98023,Washington,District of Columbia,Northeastern,"23,645.00",M,51,fast,Tanner.Dominguez@ google.com,Mathematician,1-897-911-803
7-641-4508-56,Salvador,Berger,33607,Tampa,Florida,Southeastern,"25,571.00",F,70,medium,Salvador.Berger@ google.com,Clinical Laboratory Technician,1-867-330-156
8-236-9796-90,Kaleb,Love,20301,Arlington,Texas,Southwestern,"65,339.00",F,67,fast ,Kaleb.Love@ google.com,Paralegal,1-213-991-020
6-961-2719-42,Walker,Church,73054,Oklahoma City,Oklahoma,Southwestern,"43,839.00",F,63,fast,Walker.Church@ google.com,Speech-Language Pathologist,1-587-763-456
1-899-2764-91,Dashawn,Finley,89183,Henderson,Nevada,Western,"12,403.00",F,70,slow,Dashawn.Finley@ google.com,Medical Assistant,1-955-567-795
0-644-2298-95,Franco,Moore,33011,Hialeah,Florida,Southeastern,"40,800.00",M,30,slow,Franco.Moore@ google.com,Anthropologist,1-626-684-283
3-026-6549-17,Steve,Bush,36111,Montgomery,Alabama,Southeastern,"26,122.00",F,28,slow,Steve.Bush@ google.com,Writer,1-143-685-412
9-340-9441-98,Hunter,Perry,7307,Jersey City,New Jersey,Northeastern,"22,437.00",M,26,fast,Hunter.Perry@ google.com,Elementary School Teacher,1-828-466-630
0-311-5334-76,Jensen,Garcia,33133,Miami,Florida,Southeastern,"49,530.00",F,37,fast,Jensen.Garcia@ google.com,Musician,1-665-221-770
5-818-1037-11,Jay,Lam,23458,Virginia Beach,Virginia,Southeastern,"59,396.00",M,33,fast,Jay.Lam@ google.com,Police Officer,1-005-333-773
6-181-3332-44,Davon,Cole,11052,North Hempstead,New York,Northeastern,"31,251.00",F,38,fast,Davon.Cole@ google.com,Professional athlete,1-057-013-390
0-855-1416-86,Colby,Bowers,37135,Nashville-Davidson,Tennessee,Southeastern,"26,500.00",F,39,slow,Colby.Bowers@ google.com,Real Estate Agent,1-344-041-295
0-496-5175-41,Conner,Clark,23704,Chesapeake,Virginia,Southeastern,"36,308.00",F,28,slow,Conner.Clark@ google.com,Truck Driver,1-590-296-826
2-322-7584-42,Joey,Contreras,98258,Washington,District of Columbia,Northeastern,"56,026.00",M,40,slow,Joey.Contreras@ google.com,Artist,1-242-204-855
7-506-1272-69,Abram,Cain,23322,Chesapeake,Virginia,Southeastern,"30,209.00",M,46,fast,Abram.Cain@ google.com,Medical Secretary,1-239-144-945
0-190-1028-76,Jaylon,Henson,93230,Modesto,California,Western,"66,926.00",M,40,medium,Jaylon.Henson@ google.com,Zoologist,1-484-284-478
7-234-0260-71,Tyrone,Mccarthy,30315,Atlanta,Georgia,Southeastern,"21,929.00",M,60,medium,Tyrone.Mccarthy@ google.com,Civil Engineer,1-245-889-390
9-833-4097-75,Turner,Schroeder,27404,Greensboro ,North Carolina,Southeastern,"5,289.00",F,70,fast,Turner.Schroeder@ google.com,Historian,1-764-933-592
1-224-0819-60,Nico,Calhoun,90262,Sacramento,California,Western,"64,728.00",M,49,medium,Nico.Calhoun@ google.com,Database administrator,1-500-670-335
2-266-7790-43,Rashad,Kelley,91206,Glendale,Arizona,Southwestern,"58,136.00",M,51,fast ,Rashad.Kelley@ google.com,Bus Driver,1-915-364-133
2-372-2873-49,Rey,Barrera,75068,El Paso ,Texas,Southwestern,"52,659.00",M,59,fast,Rey.Barrera@ google.com,IT Manager,1-391-172-050
9-153-3428-16,Misael,Proctor,75243,Austin,Texas,Southwestern,"39,811.00",F,38,slow,Misael.Proctor@ google.com,Public Relations Specialist,1-716-923-401
7-825-0377-76,Sage,Mercer,43123,Columbus,Ohio,MidWestern,"48,103.00",F,63,slow,Sage.Mercer@ google.com,Secretary,1-002-897-745
4-662-5871-44,Mauricio,Walter,43613,Toledo,Ohio,MidWestern,"44,688.00",F,46,slow,Mauricio.Walter@ google.com,Art Director,1-751-425-882
7-332-6772-19,Madden,Golden,94080,Anaheim,California,Western,"44,531.00",F,35,fast,Madden.Golden@ google.com,Auto Mechanic,1-715-233-332
6-949-1733-59,Isaac,Lopez,91202,Glendale,Arizona,Southwestern,"18,575.00",F,66,medium,Isaac.Lopez@ google.com,Teacher Assistant,1-837-071-645
2-475-1813-59,Scott,Castillo,98225,Washington,District of Columbia,Northeastern,"22,291.00",M,40,medium,Scott.Castillo@ google.com,Environmental scientist,1-111-391-784
5-927-1811-37,Noah,Horn,20350,Arlington,Texas,Southwestern,"12,567.00",M,34,fast,Noah.Horn@ google.com,Customer Service Representative,1-469-447-974
2-586-9924-45,Lennon,Brown,99567,Anchorage,Alaska,Western,"40,739.00",F,41,medium,Lennon.Brown@ google.com,Reporter,1-216-229-886
5-081-9955-80,Cale,Olson,63113,St. Louis, Missouri,Southeastern,"12,828.00",M,49,medium,Cale.Olson@ google.com,Logistician,1-015-445-546
2-498-1433-43,Jefferson,Price,75150,Garland,Texas,Southwestern,"8,032.00",F,59,medium,Jefferson.Price@ google.com,Cost Estimator,1-902-075-156
9-925-7914-30,Darion,Hood,33615,Tampa,Florida,Southeastern,"5,071.00",M,33,fast,Darion.Hood@ google.com,Security Guard,1-624-601-306
5-034-1492-63,Randy,Wallace,46856,Fort Wayne, Indiana,MidWestern,"61,665.00",F,53,slow,Randy.Wallace@ google.com,Bookkeeping clerk,1-661-143-903
3-269-7748-72,Jaeden,Rowland,33732,St. Petersburg, Florida,Southeastern,"46,671.00",M,50,fast,Jaeden.Rowland@ google.com,Marriage & Family Therapist,1-314-223-182
4-329-0167-82,Seamus,Melton,23327,Chesapeake,Virginia,Southeastern,"31,719.00",F,47,medium,Seamus.Melton@ google.com,College Professor,1-501-738-072
5-010-8132-60,Justus,Wagner,32208,Jacksonville,Florida,Southeastern,"16,881.00",M,49,slow,Justus.Wagner@ google.com,Web Developer,1-330-392-417
3-787-4644-76,Sonny,Bauer,74108,Tulsa,Oklahoma,Southwestern,"50,786.00",F,29,slow,Sonny.Bauer@ google.com,Compliance Officer,1-688-548-992
5-753-1128-65,Jesus,Hill,11721,Huntington,New York,Northeastern,"10,606.00",M,48,slow,Jesus.Hill@ google.com,Manager,1-834-223-431
5-160-2953-75,Aria,Stephens,93390,Bakersfield,California,Western,"8,144.00",M,31,slow,Aria.Stephens@ google.com,Teacher Assistant,1-540-326-551
6-630-3714-19,Kristina,Willis,75001,Dallas,Texas,Southwestern,"35,597.00",F,38,fast,Kristina.Willis@ google.com,Radiologic Technologist,1-859-999-666
9-207-8796-24,Nylah,Lowery,60607,Chicago,Illinois,MidWestern,"46,209.00",F,35,medium,Nylah.Lowery@ google.com,Paralegal,1-449-511-994
6-935-4660-87,Brisa,Spence,95267,Stockton,California,Western,"65,127.00",F,48,medium,Brisa.Spence@ google.com,High School Teacher,1-378-981-064
5-865-3160-90,Maia,Russell,85054,Scottsdale,Arizona,Southwestern,"65,902.00",F,38,medium,Maia.Russell@ google.com,Civil Engineer,1-887-413-188
8-972-0945-21,Julissa,Oneal,88514,El Paso,Texas,Southwestern,"9,540.00",M,57,fast,Julissa.Oneal@ google.com,Auto Mechanic,1-945-144-586
5-774-9692-72,Angelica,Schultz,22202,Arlington,Texas,Southwestern,"37,431.00",M,27,slow,Angelica.Schultz@ google.com,Respiratory Therapist,1-285-407-626
8-641-7830-84,Valeria,Rivera,37011,Nashville-Davidson,Tennessee,Southeastern,"48,052.00",M,69,fast,Valeria.Rivera@ google.com,Telemarketer,1-382-518-711
3-085-9445-85,Piper,Kline,14603,Rochester,New York,Northeastern,"29,991.00",F,43,medium,Piper.Kline@ google.com,Bus Driver,1-236-857-375
3-473-4722-50,Michaela,Lowe,43682,Toledo,Ohio,MidWestern,"24,557.00",F,70,slow,Michaela.Lowe@ google.com,Maintenance & Repair Worker,1-089-325-341
5-434-5209-88,Alivia,Hester,73008,Oklahoma City,Oklahoma,Southwestern,"6,777.00",F,62,slow,Alivia.Hester@ google.com,Chemist,1-180-427-932
4-561-4526-03,Marlene,Robertson,23324,Chesapeake,Virginia,Southeastern,"20,265.00",M,37,slow,Marlene.Robertson@ google.com,Fitness Trainer,1-032-905-974
2-100-0095-52,Kenya,Mcmahon,91020,Glendale,Arizona,Southwestern,"28,913.00",F,53,fast,Kenya.Mcmahon@ google.com,Cost Estimator,1-586-121-793
0-630-1697-02,Paula,Zimmerman,19182,Philadelphia,Pennsylvania,Northeastern,"39,881.00",M,27,medium,Paula.Zimmerman@ google.com,Librarian,1-819-265-863
